X,Y,NAME,ADDRESS,CITY,STATE,ZIP,COUNTY_NAME,LIC_TYPE,HOSP_BEDS,BASS_BEDS,PSY_HOSP_BEDS,NH_BEDS,BCH_BEDS,HOSP18_BEDS,PSY18_BEDS,SNF_BEDS,SNFNF_BEDS,NF1_BEDS,NF2_BEDS
297524.8556,5413257.052,LIFECARE MEDICAL CENTER,715 DELMORE DRIVE,ROSEAU,MN,56751,ROSEAU,NONPROFIT CORPORATION,25,7,0,50,0,0,0,0,50,0,0
459112.9034,5361076.342,LITTLEFORK MEDICAL CENTER,912 MAIN STREET,LITTLEFORK,MN,56653,KOOCHICHING,NONPROFIT CORPORATION,0,0,0,49,0,0,0,0,49,0,0
361988.7785,5137474.263,LAKEWOOD HEALTH SYSTEM,401 PRAIRIE AVENUE NE,STAPLES,MN,56479,WADENA,NONPROFIT CORPORATION,0,0,0,100,0,0,0,0,100,0,0
248823.0871,4989899.414,MADISON HEALTHCARE SERVICES,900 2ND AVENUE,MADISON,MN,56256,LAC QUI PARLE,NONPROFIT CORPORATION,0,0,0,56,0,0,0,0,56,0,0
275317.1439,5244092.431,MAHNOMEN HEALTH CENTER,414 WEST JEFFERSON AVENUE,MAHNOMEN,MN,56557,MAHNOMEN,CITY-COUNTY,18,0,0,32,0,0,0,0,32,0,0
291513.3644,4861324.266,MAPLE LAWN SENIOR CARE,400 7TH STREET NE,FULDA,MN,56131,MURRAY,NONPROFIT CORPORATION,0,0,0,54,0,0,0,0,54,0,0
286037.2844,4981291.664,LUTHER HAVEN,1109 HIGHWAY 7 EAST,MONTEVIDEO,MN,56265,CHIPPEWA,CHURCH RELATED,0,0,0,90,0,0,0,0,90,0,0
485712.7337,4986754.342,LANGTON SHORES,1900 WEST COUNTY ROAD D,ROSEVILLE,MN,55112,RAMSEY,NONPROFIT CORPORATION,0,0,0,50,0,0,0,50,0,0,0
422731.8639,4864062.648,MAPLETON COMMUNITY HOME,301 TROENDLE STREET,MAPLETON,MN,56065,BLUE EARTH,NONPROFIT CORPORATION,0,0,0,60,0,0,0,0,60,0,0
502764.7498,5074487.306,LAKESIDE MEDICAL CENTER,129 6TH AVENUE SE,PINE CITY,MN,55063,PINE,CORPORATION,0,0,0,46,0,0,0,0,46,0,0
510373.5994,4875911.181,FAIRVIEW CARE CENTER,702 10TH AVENUE NW PO BOX 10,DODGE CENTER,MN,55927,DODGE,COUNTY,0,0,0,55,0,0,0,0,55,0,0
534219.0107,4839340.557,MEADOW MANOR,210 EAST GRAND AVENUE,GRAND MEADOW,MN,55936,MOWER,CORPORATION,0,0,0,26,0,0,0,0,26,0,0
283385.4414,5280706.516,MCINTOSH SENIOR LIVING,600 RIVERSIDE AVENUE NORTHEAST,MCINTOSH,MN,56556,POLK,NONPROFIT CORPORATION,0,0,0,45,0,0,0,0,45,0,0
386164.1316,4877977.078,LIVING MEADOWS AT LUTHER,503 BENZEL AVENUE SW,MADELIA,MN,56062,WATONWAN,NONPROFIT CORPORATION,0,0,0,51,0,0,0,0,51,0,0
448802.6771,5102480.726,MILLE LACS HEALTH SYSTEM,200 NORTH ELM STREET,ONAMIA,MN,56359,MILLE LACS,NONPROFIT CORPORATION,28,3,0,57,0,0,0,0,57,0,0
295298.3006,5021640.979,MEADOW LANE REHAB AND HCC,2209 UTAH AVENUE,BENSON,MN,56215,SWIFT,LIMITED LIABILITY COMPANY,0,0,0,37,19,0,0,0,37,0,19
263321.7246,4939014.695,MINNEOTA MANOR HCC,700 NORTH MONROE STREET,MINNEOTA,MN,56264,LYON,LIMITED LIABILITY COMPANY,0,0,0,55,0,0,0,0,55,0,0
380621.7261,4997406.543,MEEKER MANOR REHAB CTR LLC,600 SOUTH DAVIS AVENUE,LITCHFIELD,MN,55355,MEEKER,LIMITED LIABILITY COMPANY,0,0,0,75,0,0,0,0,75,0,0
302711.2535,5054268.526,MINNEWASKA COMMUNITY HLTH SVC,605 MAIN STREET,STARBUCK,MN,56381,POPE,NONPROFIT CORPORATION,0,0,0,39,0,0,0,0,39,0,0
556712.3047,4923126.149,MAYO CLINIC HEALTH SYSTEM,500 WEST GRANT STREET,LAKE CITY,MN,55041,WABASHA,NONPROFIT CORPORATION,0,0,0,90,0,0,0,0,90,0,0
262996.7563,5132256.897,MN VETERANS HOME FERGUS FALLS,1821 NORTH PARK,FERGUS FALLS,MN,56537,OTTER TAIL,STATE,0,0,0,106,0,0,0,0,106,0,0
631226.827,5239609.287,MN VETERANS HOME SILVER BAY,56 OUTER DRIVE,SILVER BAY,MN,55614,LAKE,STATE,0,0,0,83,0,0,0,0,83,0,0
241131.5346,4840056.51,MN VETERANS HOME LUVERNE,1300 NORTH KNISS,LUVERNE,MN,56156,ROCK,STATE,0,0,0,85,0,0,0,0,85,0,0
357343.0448,5262881.321,NEILSON PLACE,1000 ANNE STREET NW,BEMIDJI,MN,56601,BELTRAMI,NONPROFIT CORPORATION,0,0,0,78,0,0,0,0,78,0,0
219487.8667,5344465.679,NORTH STAR MANOR,410 SOUTH MCKINLEY STREET,WARREN,MN,56762,MARSHALL,CITY,0,0,0,45,0,0,0,0,45,0,0
460691.162,4860279.789,NEW RICHLAND CARE CENTER,312 1ST STREET NE,NEW RICHLAND,MN,56072,WASECA,CITY,0,0,0,50,0,0,0,0,50,0,0
382077.3534,4908118.233,OAK HILLS LIVING CENTER,1314 8TH STREET NORTH,NEW ULM,MN,56073,BROWN,NONPROFIT CORPORATION,0,0,0,94,0,0,0,0,94,0,0
262995.6604,5332606.782,OAKLAND PARK COMMUNITIES INC,123 BAKEN STREET,THIEF RIVER FALLS,MN,56701,PENNINGTON,CORPORATION,0,0,0,35,0,0,0,0,35,0,0
342437.657,4960477.069,OLIVIA REHAB & HCC,1003 WEST MAPLE AVENUE,OLIVIA,MN,56277,RENVILLE,LIMITED LIABILITY COMPANY,0,0,0,55,0,0,0,0,55,0,0
546189.4805,4829188.857,OSTRANDER CARE AND REHAB,305 MINNESOTA STREET,OSTRANDER,MN,55961,FILLMORE,CORPORATION,0,0,0,25,0,0,0,0,25,0,0
215356.6649,5198285.666,MOORHEAD REHAB & HCC,2810 2ND AVENUE NORTH,MOORHEAD,MN,56560,CLAY,LIMITED LIABILITY COMPANY,0,0,0,78,0,0,0,0,78,0,0
485838.3871,4924009.376,NORTHFIELD CARE CENTER INC,900 CANNON VALLEY DRIVE,NORTHFIELD,MN,55057,RICE,CHURCH RELATED,0,0,0,42,0,0,0,0,42,0,0
699222.3239,5292663.391,NORTH SHORE HEALTH,515 5TH AVENUE WEST,GRAND MARAIS,MN,55604,COOK,HOSPITAL DISTRICT OR AUTHORITY,16,0,0,37,0,0,0,0,37,0,0
315223.486,4941159.934,PARKVIEW HOME,102 COUNTY STATE AID HIGHWAY 9,BELVIEW,MN,56214,REDWOOD,CITY,0,0,0,30,0,0,0,0,30,0,0
263960.0798,5161953.223,PELICAN VALLEY HEALTH CENTER,211 EAST MILL AVENUE,PELICAN RAPIDS,MN,56572,OTTER TAIL,HOSPITAL DISTRICT OR AUTHORITY,0,0,0,33,0,0,0,0,33,0,0
302167.2127,5163563.071,PERHAM LIVING,735 3RD STREET SW,PERHAM,MN,56573,OTTER TAIL,HOSPITAL DISTRICT OR AUTHORITY,0,0,0,96,0,0,0,0,96,0,0
363554.1456,4930850.49,FAIRFAX COMMUNITY HOME,300 10TH AVENUE SOUTHEAST,FAIRFAX,MN,55332,RENVILLE,CORPORATION,0,0,0,29,0,0,0,0,29,0,0
276200.5114,5283123.49,PIONEER MEMORIAL CARE CENTER,23028 347TH STREET SOUTHEAST,ERSKINE,MN,56535,POLK,NONPROFIT CORPORATION,0,0,0,58,0,0,0,0,58,0,0
255792.0511,4823260.751,PARKVIEW MANOR NURSING HOME,308 SHERMAN AVENUE,ELLSWORTH,MN,56129,NOBLES,CITY,0,0,0,37,0,0,0,0,37,0,0
264221.4343,5128856.541,PIONEER CARE CENTER,1131 SOUTH MABELLE AVENUE,FERGUS FALLS,MN,56537,OTTER TAIL,CHURCH RELATED,0,0,0,105,0,0,0,0,105,0,0
431368.1467,5001653.993,PARK VIEW CARE CENTER,200 PARK LANE,BUFFALO,MN,55313,WRIGHT,CHURCH RELATED,0,0,0,123,0,0,0,0,123,0,0
291859.0912,4900973.508,PRAIRIE VIEW SENIOR LIVING,250 5TH STREET EAST,TRACY,MN,56175,LYON,CORPORATION,0,0,0,43,0,0,0,0,43,0,0
441651.5972,4842733.403,PARKVIEW CARE CENTER WELLS,55 10TH STREET SE,WELLS,MN,56097,FARIBAULT,NONPROFIT CORPORATION,0,0,0,45,0,0,0,0,45,0,0
228961.5388,5297404.536,RIVERVIEW HOSPITAL & NSG HOME,323 SOUTH MINNESOTA STREET,CROOKSTON,MN,56716,POLK,NONPROFIT CORPORATION,49,10,0,24,0,0,0,0,24,0,0
325163.5844,4961375.83,RENVILLA HEALTH CENTER,205 SOUTHEAST ELM AVENUE,RENVILLE,MN,56284,RENVILLE,NONPROFIT CORPORATION,0,0,0,55,0,0,0,0,55,0,0
510408.0867,5108148.711,SANDSTONE HEALTH CARE CENTER,109 COURT AVENUE SOUTH,SANDSTONE,MN,55072,PINE,LIMITED LIABILITY COMPANY,0,0,0,50,0,0,0,0,50,0,0
240280.7002,4955735.737,SANFORD CANBY MEDICAL CENTER,112 ST OLAF AVENUE SOUTH,CANBY,MN,56220,YELLOW MEDICINE,NONPROFIT CORPORATION,25,4,0,53,0,0,0,0,53,0,0
361944.3667,4846494.436,SEASONS HEALTHCARE,303 BROADWAY AVENUE SOUTH,TRIMONT,MN,56176,MARTIN,CORPORATION,0,0,0,33,0,0,0,0,33,0,0
495344.7176,4857521.717,PRAIRIE MANOR CARE CENTER,220 3RD STREET NW,BLOOMING PRAIRIE,MN,55917,STEELE,NONPROFIT CORPORATION,0,0,0,40,0,0,0,0,40,0,0
605560.8979,4878287.373,SAUER HEALTH CARE,1635 WEST SERVICE DRIVE,WINONA,MN,55987,WINONA,NONPROFIT CORPORATION,0,0,0,71,0,0,0,0,71,0,0
422097.1603,4906171.197,SO PSYCHIATRIC NF ST PETER,100 FREEMAN DRIVE,ST. PETER,MN,56082,NICOLLET,STATE,0,0,0,48,0,0,0,0,0,0,0
548868.9839,4838582.015,SPRING VALLEY CARE CENTER,800 MEMORIAL DRIVE,SPRING VALLEY,MN,55975,FILLMORE,NONPROFIT CORPORATION,0,0,0,50,0,0,0,0,50,0,0
403195.0222,4934670.525,OAK TERRACE HEALTH CARE CENTER,640 3RD STREET,GAYLORD,MN,55334,SIBLEY,LIMITED LIABILITY COMPANY,0,0,0,42,0,0,0,0,42,0,0
362377.2583,4905208.568,SLEEPY EYE CARE CENTER,1105 3RD AVENUE SW,SLEEPY EYE,MN,56085,BROWN,CHURCH RELATED,0,0,0,65,0,0,0,0,65,0,0
289174.9621,4831912.642,SOUTH SHORE CARE CENTER,1307 SOUTH SHORE DRIVE,WORTHINGTON,MN,56187,NOBLES,CORPORATION,0,0,0,54,0,0,0,0,54,0,0
500729.5622,4833733.851,SACRED HEART CARE CENTER INC,1200 12TH STREET SW,AUSTIN,MN,55912,MOWER,NONPROFIT CORPORATION,0,0,0,59,0,0,0,0,59,0,0
223609.7741,5132701.645,ST FRANCIS HOME,2400 ST FRANCIS DRIVE,BRECKENRIDGE,MN,56520,WILKIN,CHURCH RELATED,0,0,0,80,0,0,0,0,80,0,0
575880.8996,4915422.776,ST ELIZABETHS MEDICAL CENTER,1200 GRANT BOULEVARD WEST,WABASHA,MN,55981,WABASHA,CHURCH RELATED,25,0,0,100,0,0,0,0,100,0,0
468513.7036,4833791.455,ST JOHN'S LUTHERAN HOME,901 LUTHER PLACE,ALBERT LEA,MN,56007,FREEBORN,CHURCH RELATED,0,0,0,79,0,0,0,0,79,0,0
468522.9151,4833760.705,ST JOHN'S ON FOUNTAIN LAKE,1771 EAGLE VIEW CIRCLE,ALBERT LEA,MN,56007,FREEBORN,CHURCH RELATED,0,0,0,84,0,0,0,0,84,0,0
606197.1432,4878581.042,SAINT ANNE EXTENDED HEALTHCARE,1347 WEST BROADWAY STREET,WINONA,MN,55987,WINONA,CHURCH RELATED,0,0,0,109,0,0,0,0,109,0,0
479275.2465,4904109.344,THE EMERALDS AT FARIBAULT LLC,500 SOUTHEAST 1ST STREET,FARIBAULT,MN,55021,RICE,LIMITED LIABILITY COMPANY,0,0,0,90,0,0,0,0,90,0,0
343125.4561,4900050.754,ST JOHN LUTHERAN HOME,201 SOUTH COUNTY ROAD 5,SPRINGFIELD,MN,56087,BROWN,NONPROFIT CORPORATION,0,0,0,75,0,0,0,0,75,0,0
319983.7132,5113770.539,ST WILLIAMS LIVING CENTER,212 WEST SOO STREET BOX 30,PARKERS PRAIRIE,MN,56361,OTTER TAIL,NONPROFIT CORPORATION,0,0,0,53,0,0,0,0,53,0,0
540804.2691,4877216.995,ROCHESTER WEST HEALTH SVCS,2215 HIGHWAY 52 NORTH,ROCHESTER,MN,55901,OLMSTED,LIMITED LIABILITY COMPANY,0,0,0,48,0,0,0,0,48,0,0
501759.4193,4833388.603,ST MARK'S LIVING,400 15TH AVENUE SW,AUSTIN,MN,55912,MOWER,CHURCH RELATED,0,0,0,57,0,0,0,0,57,0,0
411549.3034,4830991.704,ST LUKES LUTHERAN CARE CENTER,1219 SOUTH RAMSEY STREET,BLUE EARTH,MN,56013,FARIBAULT,NONPROFIT CORPORATION,0,0,0,79,0,0,0,0,79,0,0
404784.7686,5049444.915,ST BENEDICTS SENIOR COMMUNITY,990 19TH STREET SOUTH,SARTELL,MN,56377,STEARNS,NONPROFIT CORPORATION,0,0,0,24,0,0,0,0,24,0,0
476863.7511,5081289.136,ST CLARE LVG COMMUNITY OF MORA,110 NORTH 7TH STREET,MORA,MN,55051,KANABEC,NONPROFIT CORPORATION,0,0,0,65,0,0,0,0,65,0,0
438310.0892,4988724.194,THE ESTATES AT DELANO LLC,433 COUNTY ROAD 30,DELANO,MN,55328,WRIGHT,LIMITED LIABILITY COMPANY,0,0,0,46,0,0,0,0,46,0,0
514297.3803,4988832.595,THE ESTATES AT GREELEY LLC,313 SOUTH GREELEY STREET,STILLWATER,MN,550827007,WASHINGTON,LIMITED LIABILITY COMPANY,0,0,0,74,0,0,0,0,74,0,0
471391.0969,4834112.812,THORNE CREST RETIREMENT CENTER,1201 GARFIELD AVENUE,ALBERT LEA,MN,56007,FREEBORN,NONPROFIT CORPORATION,0,0,0,52,0,0,0,0,52,0,0
514931.6821,4989477.218,THE ESTATES AT LINDEN LLC,105 WEST LINDEN STREET,STILLWATER,MN,550824822,WASHINGTON,LIMITED LIABILITY COMPANY,0,0,0,71,0,0,0,0,71,0,0
265842.0732,5332544.522,THIEF RIVER CARE CENTER,2001 EASTWOOD DRIVE,THIEF RIVER FALLS,MN,56701,PENNINGTON,NONPROFIT CORPORATION,0,0,0,70,0,0,0,0,70,0,0
267107.6239,5195991.664,SUNNYSIDE CARE CENTER,16561 US HIGHWAY 10,LAKE PARK,MN,56554,BECKER,COUNTY,0,0,0,30,0,0,0,0,30,0,0
565731.9561,4890799.591,THE GREEN PRAIRIE REHAB CTR,800 2ND AVENUE NW,PLAINVIEW,MN,55964,WABASHA,LIMITED LIABILITY COMPANY,0,0,0,50,0,0,0,0,50,0,0
610688.5714,4823908.065,TWEETEN LUTHERAN HEALTH C C,125 5TH AVENUE SE,SPRING GROVE,MN,55974,HOUSTON,NONPROFIT CORPORATION,0,0,0,50,0,0,0,0,50,0,0
229053.4691,4824724.809,TUFF MEMORIAL HOME,505 EAST 4TH STREET,HILLS,MN,56138,ROCK,CHURCH RELATED,0,0,0,50,0,0,0,0,50,0,0
385022.0571,4854163.69,TRUMAN SENIOR LIVING,400 NORTH 4TH AVENUE EAST,TRUMAN,MN,56088,MARTIN,NONPROFIT CORPORATION,0,0,0,40,0,0,0,0,40,0,0
319409.0479,4899212.245,VALLEY VIEW MANOR HCC,200 EAST 9TH AVENUE,LAMBERTON,MN,56152,REDWOOD,CITY,0,0,0,50,0,0,0,0,50,0,0
615731.207,4846542.596,VALLEY VIEW HEALTHCARE & REHAB,510 EAST CEDAR STREET,HOUSTON,MN,55943,HOUSTON,NONPROFIT CORPORATION,0,0,0,45,0,0,0,0,45,0,0
320726.067,4919269.696,WABASSO REHAB & HCC,660 MAPLE STREET,WABASSO,MN,56293,REDWOOD,LIMITED LIABILITY COMPANY,0,0,0,44,0,0,0,0,44,0,0
238790.9375,5171730.084,VALLEY CARE AND REHAB LLC,600 5TH STREET SE,BARNESVILLE,MN,56514,CLAY,LIMITED LIABILITY COMPANY,0,0,0,35,0,0,0,0,35,0,0
228659.6012,5077957.901,TRAVERSE CARE CENTER,303 7TH STREET SOUTH,WHEATON,MN,56296,TRAVERSE,OTHER NONPROFIT OWNERSHIP,0,0,0,49,0,0,0,0,49,0,0
231017.123,5297705.069,VILLA ST. VINCENT,516 WALSH STREET,CROOKSTON,MN,56716,POLK,CHURCH RELATED,0,0,0,104,0,0,0,0,104,0,0
332940.5443,4933332.882,WOOD DALE HOME INC,600 SUNRISE BOULEVARD,REDWOOD FALLS,MN,56283,REDWOOD,CORPORATION,0,0,0,36,0,0,0,0,36,0,0
438365.9757,4941283.564,THE LUTHERAN HOME BELLE PLAINE,611 WEST MAIN STREET,BELLE PLAINE,MN,56011,SCOTT,LIMITED LIABILITY COMPANY,0,0,0,97,0,0,0,0,97,0,0
271515.4507,5052463.965,WEST WIND VILLAGE,1001 SCOTTS AVENUE,MORRIS,MN,56267,STEVENS,NONPROFIT CORPORATION,0,0,0,72,0,0,0,0,72,0,0
575427.7966,4869220.543,WHITEWATER HEALTH SERVICES,525 BLUFF AVENUE,ST. CHARLES,MN,55972,WINONA,LIMITED LIABILITY COMPANY,0,0,0,45,0,0,0,0,45,0,0
328513.0121,5419810.002,WARROAD CARE CENTER,1401 LAKE STREET NORTHWEST,WARROAD,MN,56763,ROSEAU,NONPROFIT CORPORATION,0,0,0,49,0,0,0,0,49,0,0
252577.1449,5219559.836,VIKING MANOR NURSING HOME,317 1ST STREET NW,ULEN,MN,56585,CLAY,CITY,0,0,0,45,0,0,0,0,45,0,0
502533.0791,4964032.864,NORRIS SQUARE,6993 80TH STREET SOUTH,COTTAGE GROVE,MN,55016,WASHINGTON,NONPROFIT CORPORATION,0,0,0,78,0,0,0,0,78,0,0
468349.3199,4962696.949,PRAIRIE BLUFFS TCU LLC,10300 HENNEPIN TOWN ROAD,EDEN PRAIRIE,MN,55347,HENNEPIN,LIMITED LIABILITY COMPANY,0,0,0,16,0,0,0,0,0,0,0
